complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	34
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	27
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	51.57	79.93	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	34
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	51.57	79.93	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	('balanced', 'gini', None, 1, 2)	49.57	100.0	-1	20
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	62.72	81.49	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	('balanced', 'gini', None, 1, 2)	43.04	100.0	-1	19
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	51.57	79.93	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	62.72	81.49	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	34
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	27
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	62.72	81.49	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	('balanced', 'gini', None, 1, 2)	43.04	100.0	-1	19
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	51.57	79.93	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	34
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	62.72	81.49	-1	26
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	34
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	34
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	49.35	100.0	-1	34
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	('balanced', 'gini', None, 1, 2)	43.04	100.0	-1	19
complex with weighted_edit_distance	0.33,0.33,0.33	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.25,0.5,0.25	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_1	(None, 'entropy', 4, 10, 0.1)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_2	(None, 'entropy', 10, 1, 2)	96.98	98.98	-1	10
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	51.57	79.93	-1	26
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2015_4_f2	('balanced', 'gini', 8, 1, 0.1)	97.87	99.09	-1	8
complex with weighted_edit_distance	0.0,0.5,0.5	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_1	(None, 'entropy', 4, 10, 0.2)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_2	(None, 'gini', 8, 1, 0.1)	96.9	97.66	-1	8
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	50.85	73.06	-1	19
complex with weighted_edit_distance	0.0,0.5,0.5	bpic2015_4_f2	('balanced', 'gini', 8, 1, 0.1)	97.87	99.09	-1	8
complex with weighted_edit_distance	0.33,0.33,0.33	Production	('balanced', 'entropy', None, 1, 0.2)	72.49	87.63	-1	24
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_1	(None, 'entropy', 4, 10, 0.3)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_2	(None, 'gini', 8, 1, 2)	97.15	99.03	-1	8
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	(None, 'gini', None, 1, 2)	58.59	100.0	-1	23
complex with weighted_edit_distance	0.0,0.0,1.0	Production	('balanced', 'entropy', 4, 16, 0.1)	48.01	56.58	-1	3
complex with weighted_edit_distance	0.0,0.0,1.0	Production	('balanced', 'entropy', 4, 16, 0.1)	48.01	56.58	-1	3
complex with weighted_edit_distance	0.0,0.0,1.0	Production	('balanced', 'entropy', 4, 16, 0.1)	48.01	56.58	-1	3
complex with weighted_edit_distance	0.0,0.0,1.0	Production	('balanced', 'entropy', 4, 16, 0.1)	48.01	56.58	-1	3
complex with weighted_edit_distance	0.0,0.0,1.0	sepsis_cases_1	(None, 'entropy', 4, 10, 0.1)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.0,0.0,1.0	sepsis_cases_2	(None, 'entropy', 4, 10, 0.1)	96.79	96.8	-1	4
complex with weighted_edit_distance	0.0,0.0,1.0	sepsis_cases_4	('balanced', 'entropy', 4, 16, 0.1)	36.82	36.81	-1	4
complex with weighted_edit_distance	0.33,0.33,0.33	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_1	(None, 'entropy', 4, 10, 0.2)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_2	(None, 'gini', 8, 1, 2)	97.25	99.03	-1	8
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	('balanced', 'gini', None, 1, 2)	43.04	100.0	-1	19
complex with weighted_edit_distance	0.33,0.33,0.33	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.33,0.33,0.33	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_1	(None, 'entropy', 4, 10, 0.2)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_2	('balanced', 'gini', 6, 1, 2)	97.11	98.22	-1	6
complex with weighted_edit_distance	0.33,0.33,0.33	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_1	(None, 'entropy', 4, 10, 0.1)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_2	(None, 'entropy', 10, 1, 2)	96.8	99.05	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	('balanced', 'gini', None, 1, 2)	49.57	100.0	-1	20
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2015_4_f2	('balanced', 'gini', 8, 1, 0.1)	97.87	99.09	-1	8
complex with weighted_edit_distance	0.25,0.5,0.25	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_1	(None, 'entropy', 4, 10, 0.1)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_2	(None, 'entropy', 10, 1, 2)	96.98	98.98	-1	10
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	51.57	79.93	-1	26
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2015_4_f2	('balanced', 'gini', 8, 1, 0.1)	97.87	99.09	-1	8
complex with weighted_edit_distance	0.5,0.5,0.0	Production	('balanced', 'gini', None, 1, 0.1)	66.15	86.56	-1	25
complex with weighted_edit_distance	0.5,0.5,0.0	sepsis_cases_1	(None, 'entropy', 4, 10, 0.2)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.5,0.5,0.0	sepsis_cases_2	(None, 'gini', 4, 1, 0.1)	96.18	96.34	-1	4
complex with weighted_edit_distance	0.5,0.5,0.0	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	55.52	81.41	-1	27
complex with weighted_edit_distance	0.5,0.5,0.0	bpic2015_4_f2	('balanced', 'entropy', None, 1, 2)	97.63	100.0	-1	16
complex with weighted_edit_distance	0.5,0.5,0.0	bpic2011_f4	(None, 'entropy', 10, 1, 2)	86.59	94.12	-1	10
complex with weighted_edit_distance	0.0,0.5,0.5	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_1	(None, 'entropy', 4, 10, 0.2)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_2	(None, 'gini', 8, 1, 0.1)	96.9	97.66	-1	8
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	50.85	73.06	-1	19
complex with weighted_edit_distance	0.0,0.5,0.5	bpic2015_4_f2	('balanced', 'gini', 8, 1, 0.1)	97.87	99.09	-1	8
complex with weighted_edit_distance	0.0,0.5,0.5	bpic2011_f4	(None, 'entropy', 4, 10, 0.3)	88.88	89.44	-1	4
complex with weighted_edit_distance	0.0,0.5,0.5	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_1	(None, 'entropy', 4, 10, 0.2)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_2	(None, 'gini', 8, 1, 0.1)	96.9	97.66	-1	8
complex with weighted_edit_distance	0.0,0.5,0.5	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	50.85	73.06	-1	19
complex with weighted_edit_distance	0.0,0.5,0.5	bpic2015_4_f2	('balanced', 'gini', 8, 1, 0.1)	97.87	99.09	-1	8
complex with weighted_edit_distance	0.0,0.5,0.5	bpic2011_f4	(None, 'entropy', 4, 10, 0.3)	88.88	89.44	-1	4
complex with weighted_edit_distance	0.5,0.0,0.5	Production	('balanced', 'entropy', 4, 10, 0.2)	42.91	56.03	-1	3
complex with weighted_edit_distance	0.5,0.0,0.5	sepsis_cases_1	(None, 'entropy', 4, 10, 0.1)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.5,0.0,0.5	sepsis_cases_2	(None, 'gini', 6, 1, 2)	97.44	98.3	-1	6
complex with weighted_edit_distance	0.5,0.0,0.5	sepsis_cases_4	('balanced', 'entropy', 8, 10, 0.3)	31.86	34.03	-1	5
complex with weighted_edit_distance	0.5,0.0,0.5	bpic2015_4_f2	(None, 'entropy', 4, 10, 2)	90.76	91.64	-1	4
complex with weighted_edit_distance	0.5,0.0,0.5	bpic2011_f4	(None, 'entropy', 6, 1, 0.2)	89.67	89.89	-1	6
complex with weighted_edit_distance	0.33,0.33,0.33	Production	(None, 'entropy', None, 1, 0.2)	65.6	85.33	-1	23
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_1	(None, 'entropy', 4, 10, 0.1)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_2	(None, 'entropy', 10, 1, 2)	96.8	99.05	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	sepsis_cases_4	('balanced', 'gini', None, 1, 2)	49.57	100.0	-1	20
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2011_f1	(None, 'entropy', None, 1, 2)	91.19	99.91	-1	21
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2011_f2	(None, 'entropy', 10, 1, 0.3)	68.92	76.76	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2011_f3	(None, 'gini', 6, 1, 2)	94.74	97.46	-1	6
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2011_f4	(None, 'entropy', 4, 10, 0.3)	88.88	89.44	-1	4
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2012_accepted	(None, 'entropy', None, 1, 0.1)	83.91	83.85	-1	29
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2012_cancelled	(None, 'gini', 10, 10, 2)	87.78	89.88	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2012_declined	(None, 'gini', None, 1, 0.3)	95.44	95.62	-1	33
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2015_3_f2	(None, 'entropy', None, 1, 0.1)	97.3	99.53	-1	25
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2015_4_f2	('balanced', 'gini', 8, 1, 0.1)	97.87	99.09	-1	8
complex with weighted_edit_distance	0.33,0.33,0.33	bpic2015_5_f2	(None, 'entropy', 10, 1, 2)	89.08	96.24	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 1, 2)	98.85	98.85	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 1, 2)	98.85	98.85	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 1, 2)	98.85	98.85	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 1, 2)	98.85	98.85	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 1, 2)	98.85	98.85	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 10, 2)	98.86	98.87	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', None, 10, 2)	99.01	99.03	-1	235
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 10, 2)	98.99	99.01	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', None, 10, 2)	99.01	99.03	-1	235
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'gini', 8, 1, 2)	98.86	98.88	-1	8
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 10, 2)	98.86	98.87	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_2	(None, 'entropy', 10, 10, 2)	98.86	98.87	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	hospital_billing_3	(None, 'entropy', 10, 10, 2)	97.19	97.21	-1	10
complex with weighted_edit_distance	0.33,0.33,0.33	traffic_fines_1	('balanced', 'entropy', None, 1, 2)	82.16	82.21	-1	49
complex with weighted_edit_distance	0.25,0.5,0.25	Production	('balanced', 'entropy', None, 1, 2)	66.44	99.32	-1	32
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_1	(None, 'entropy', 4, 10, 0.3)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_2	('balanced', 'gini', None, 1, 2)	96.77	99.77	-1	16
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	62.05	81.85	-1	26
complex with weighted_edit_distance	0.25,0.5,0.25	Production	(None, 'gini', None, 1, 0.1)	63.57	89.88	-1	22
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_1	(None, 'entropy', 4, 10, 0.1)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_2	(None, 'entropy', None, 1, 2)	96.69	99.91	-1	15
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_4	(None, 'gini', None, 1, 0.1)	53.17	80.53	-1	23
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f1	(None, 'gini', None, 1, 2)	89.76	100.0	-1	20
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f2	(None, 'entropy', 4, 1, 2)	67.57	74.23	-1	4
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f3	(None, 'entropy', 8, 16, 2)	93.63	94.79	-1	8
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f4	(None, 'gini', 6, 16, 0.1)	88.71	89.88	-1	6
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2012_accepted	('balanced', 'gini', None, 1, 0.3)	79.09	80.72	-1	23
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2012_cancelled	(None, 'entropy', None, 1, 0.1)	86.86	90.15	-1	35
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2012_declined	(None, 'gini', None, 1, 0.3)	95.12	95.64	-1	77
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2015_1_f2	(None, 'gini', 10, 1, 2)	94.28	97.49	-1	10
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2015_2_f2	(None, 'gini', None, 1, 0.1)	93.72	98.87	-1	27
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2015_3_f2	(None, 'gini', None, 1, 2)	96.92	99.88	-1	30
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2015_4_f2	(None, 'gini', None, 1, 2)	97.26	100.0	-1	17
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2015_5_f2	(None, 'gini', 8, 1, 0.2)	93.66	95.2	-1	8
complex with weighted_edit_distance	0.25,0.5,0.25	hospital_billing_2	(None, 'entropy', 10, 10, 2)	98.86	98.87	-1	10
complex with weighted_edit_distance	0.25,0.5,0.25	hospital_billing_3	(None, 'entropy', 10, 10, 2)	97.19	97.21	-1	10
complex with weighted_edit_distance	0.25,0.5,0.25	traffic_fines_1	('balanced', 'entropy', 6, 1, 0.1)	82.27	82.28	-1	6
complex with weighted_edit_distance	0.25,0.5,0.25	Production	(None, 'entropy', None, 1, 0.2)	65.03	85.62	-1	24
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_1	(None, 'entropy', 4, 10, 0.2)	91.94	91.94	-1	4
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_2	(None, 'gini', 8, 1, 2)	97.25	99.03	-1	8
complex with weighted_edit_distance	0.25,0.5,0.25	sepsis_cases_4	('balanced', 'entropy', None, 1, 0.1)	43.68	58.76	-1	16
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f1	(None, 'gini', 10, 1, 2)	88.39	94.21	-1	10
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f2	(None, 'gini', 8, 1, 2)	68.53	85.69	-1	8
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f3	(None, 'gini', 6, 1, 2)	93.81	97.17	-1	6
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2011_f4	(None, 'entropy', 8, 10, 0.2)	92.12	92.72	-1	8
complex with weighted_edit_distance	0.25,0.5,0.25	bpic2012_accepted	('balanced', 'entropy', None, 1, 2)	81.78	94.45	-1	56
